model,error_category,subrule,normalised_annotated_text,annotated_text,filename_stem,annotation_id,reviewer_name,archive
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3308,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3309,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3310,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3311,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3312,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3313,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3314,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3315,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,to,to,BnF_267_23,3316,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,vo,Vo,AGI_CONTRATACION_1089_N8_151,2141,Paco,agi_contratacion
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,vo,Vo,AGI_CONTRATACION_1089_N8_151,2148,Paco,agi_contratacion
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,vo,vo,utblac_gg_mss_g62_duplicated_11,1266,Alba,utblac_gg
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,xptoval,Xptoval,AGI_PATRONATO_182_R3_04,2259,Paco,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,xptoval,xptoval,AGN_Indios_v019_exp354_2,428,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,xptoval,xptoval,AGN_Indios_v019_exp354_2,429,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,AGN_AHHacienda_v268_exp046_01,107,Adriana,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,AGN_Mercedes_v003_exp520,619,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_030_21,231,Edna,bnf_030
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_030_21,232,Edna,bnf_030
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_112_04,1720,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_112_04,1721,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_112_04,1722,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_112_04,1723,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dha,dha,BnF_112_23,407,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,AGN_Mercedes_v003_exp520,592,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,AGN_Mercedes_v003_exp520,593,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_111_20,5050,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_111_20,5051,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_04,1829,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_04,1830,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_04,1831,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_23,436,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_23,437,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_23,438,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dho,dho,BnF_112_23,439,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dhos,dhos,AGN_Mercedes_v003_exp520,608,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dhos,dhos,BnF_113_22,1932,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dhos,dhos,BnF_113_22,1933,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_243_17,628,Edna,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_243_17,629,Edna,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_243_17,630,Edna,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_243_17,631,Edna,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_243_17,632,Edna,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_243_17,633,Edna,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,dn,Dn,BnF_244_02,1218,Alba,bnf_244
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,do,do,AGN_RealesCedDup_v050_exp062,1499,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,do,do,AGN_RealesCedDup_v050_exp062,1502,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,do,do,AGN_RealesCedDup_v050_exp062,1509,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,do,do,BnF_030_21,307,Edna,bnf_030
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dos,dos,AGI_GUADALAJARA_230_L2_F_45V-46V_1,170,Edna,agi_guadalajara
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dos,dos,AGN_Marina_v004_exp006_014,901,Javier,agn_marina
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dos,dos,BnF_116_02,2797,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,dos,dos,BnF_116_02,2798,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,AGI_GUADALAJARA_230_L2_F_45V-46V_1,129,Edna,agi_guadalajara
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,BnF_030_21,316,Edna,bnf_030
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,franco,franco,BnF_112_23,458,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,franco,franco,BnF_113_22,1986,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,AGN_HospJesus_c205_exp041_04,4960,Flor,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,AGN_HospJesus_c205_exp041_04,4961,Flor,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,AGN_HospJesus_c205_exp041_04,4962,Flor,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,BnF_113_43,2042,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,BnF_113_43,2043,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,BnF_174_04,2251,Paloma,bnf_174
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,franco,Franco,BnF_174_04,2252,Paloma,bnf_174
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,fue,fue,AGN_GralParte_v001_exp1020_02,12,Edna,agn_gralparte
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,fue,Fue,BnF_118_05,1214,Alba,bnf_118
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,mexco,mexco,AGN_Indios_v019_exp354_2,472,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,mexco,Mexco,AGN_RealesCedDup_v030_exp874,744,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,mexco,Mexco,AGN_RealesCedDup_v030_exp874,745,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,mexco,mexco,BnF_112_23,356,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,AGN_Mercedes_v003_exp520,576,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,AGN_Mercedes_v003_exp520,577,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,BnF_113_22,1952,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,BnF_113_22,1953,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,BnF_113_22,1954,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,BnF_113_22,1955,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,BnF_113_22,1956,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,puo,puo,BnF_113_22,1957,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,AGN_Mercedes_v003_exp520,578,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,AGN_Mercedes_v003_exp520,579,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,AGN_Mercedes_v003_exp520,580,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,AGN_Mercedes_v003_exp520,581,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,AGN_Mercedes_v003_exp520,582,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,AGN_Mercedes_v003_exp520,583,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,388,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,389,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,390,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,391,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,392,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,393,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_112_23,394,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,q,q,BnF_113_22,1991,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,seiscientos,seiscientos,BnF_110_09,1114,Alba,bnf_110
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,seiscientos,seiscientos,BnF_110_33,1119,Alba,bnf_110
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,seiscientos,seiscientos,BnF_118_05,1215,Alba,bnf_118
Llama 3.3 70B · 12 000 TPM,Abreviaturas,No sub-rule assigned,seiscientos,seiscientos,BnF_119-148_13,590,Edna,bnf_119-148
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,tpo,tpo,AGN_RealesCedDup_v030_exp874,783,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,tpo,tpo,AGN_RealesCedDup_v030_exp874,784,Alba,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,No sub-rule assigned,tpo,tpo,BnF_112_04,1813,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,adjudico,adjudico,BnF_032_36,3122,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,adjudico,adjudico,BnF_112_02,5467,Arturo,bnf_112
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,como,como,BnF_110_09,1056,Alba,bnf_110
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,como,como,BnF_174_03,5828,Arturo,bnf_174
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,como,como,UIA_Ms149_Exp2_51,6035,Arturo,uia_ms149
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,declaro,declaro,AGI_CONTRATACION_1089_N8_176,4877,Flor,agi_contratacion
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,declaro,declaro,AGN_GralParte_v006_exp617_02,416,Rodrigo,agn_gralparte
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,declaro,declaro,AGN_GralParte_v006_exp617_02,417,Rodrigo,agn_gralparte
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,declaro,declaro,BnF_075_026,5296,Arturo,bnf_075
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,despues,despues,AGI_PATRONATO_182_R3_01,136,Alba,agi_patronato
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,despues,despues,BnF_113_22,1979,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,AGI_PATRONATO_182_R3_01,21,Alba,agi_patronato
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,AGN_GralParte_v006_exp617_01,205,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,AGN_GralParte_v006_exp617_01,206,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,AGN_GralParte_v006_exp617_01,207,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,AGN_Indios_v019_exp354_2,468,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,AGN_Mercedes_v003_exp520,595,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,dias,dias,BnF_113_22,1981,Paloma,bnf_113
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,el,el,AGN_Marina_v004_exp006_005,37,Edna,agn_marina
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,el,el,AMP_AC_v021__doc026_1,626,Rodrigo,amp_ac
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,el,el,BNE_ms3047_1,1043,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,el,el,BnF_112_02,5427,Arturo,bnf_112
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,el,el,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_05,568,Rodrigo,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,el,el,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_05,790,Rodrigo,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,el,el,BnF_117_03,5540,Arturo,bnf_117
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,el,el,Mechoacan_Yurirapundaro_1,850,Adriana,mechoacan_yurirapundaro
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firme,firme,AGN_Tierras_v039-2_exp003_41,5026,Flor,agn_tierras
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firme,firme,AGN_Tierras_v039-2_exp003_41,5027,Flor,agn_tierras
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firme,firme,BnF_243_16,1361,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firme,firme,BnF_243_16,1362,Rodrigo,bnf_243
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mando,mando,BnF_032_36,3123,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mando,mando,BnF_032_36,3124,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mando,mando,BnF_112_02,5466,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mexico,mexico,AGI_PATRONATO_182_R3_01,129,Alba,agi_patronato
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mexico,mexico,BnF_112_23,419,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,AGI_CONTRATACION_1183_N8_78,40,Adriana,agi_contratacion
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,AGN_Indios_v009_exp003_fs4v-5_01,4744,Arturo,agn_indios
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,BnF_104_2,3154,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,BnF_104_2,3166,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,BnF_104_2,3167,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,BnF_104_2,3168,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,BnF_113_04,3203,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,mi,mi,BnF_113_04,3208,Paco,bnf_113
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,obligo,obligo,AGI_CONTRATACION_1089_N8_151,3071,Paco,agi_contratacion
Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,obligo,obligo,AGN_AHHacienda_v268_exp046_03,4341,Arturo,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,pidio,pidio,AGN_GralParte_v006_exp617_01,305,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,pidio,pidio,BnF_112_02,5455,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,posesion,posesion,AGN_Mercedes_v003_exp520,618,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,posesion,posesion,BnF_112_02,5452,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,posesion,posesion,BnF_112_02,5453,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,relacion,relacion,AGN_GralParte_v006_exp617_01,301,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,relacion,Relacion,AGN_Indios_v019_exp354_2,496,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,relacion,Relacion,BnF_112_23,343,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,relacion,relacion,BnF_112_23,344,Edna,bnf_112
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,terminos,terminos,AGN_GralParte_v006_exp617_01,299,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,terminos,terminos,AGN_GralParte_v006_exp617_01,300,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,terminos,terminos,AGN_Mercedes_v003_exp520,605,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,vendio,vendio,AGN_GralParte_v006_exp617_01,399,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Acentuación,No sub-rule assigned,vendio,vendio,BnF_112_02,5438,Arturo,bnf_112
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a,a,AGI_INDIFERENTE_1529_N36_07,92,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a,a,AGI_INDIFERENTE_1529_N36_07,97,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a,a,AGI_INDIFERENTE_1529_N36_07,118,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a,a,AGI_PATRONATO_181_R13_2,1284,Paloma,agi_patronato
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,al,al,AGN_GralParte_v001_exp1020_01,1368,Paloma,agn_gralparte
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,al,al,BnF_266_07,2883,Paco,bnf_266
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,al,al,BnF_266_07,2907,Paco,bnf_266
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así,así,AGI_INDIFERENTE_1529_N8_06,685,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así,así,BnF_075_035,5359,Arturo,bnf_075
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así,así,BnF_113_43,2035,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así,así,BnF_117_03,5535,Arturo,bnf_117
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así,así,BnF_119-148_33,2190,Paloma,bnf_119-148
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así,así,BnF_119-148_33,2191,Paloma,bnf_119-148
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,da,da,AGN_RealesCedDup_v050_exp062,1503,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,da,da,BnF_112_25,2721,Paco,bnf_112
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,del,del,AGI_INDIFERENTE_1529_N36_07,125,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,del,del,BnF_174_04,2263,Paloma,bnf_174
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,del,del,BnF_174_04,2272,Paloma,bnf_174
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,del,del,BnF_174_04,2275,Paloma,bnf_174
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,del,del,BnF_174_04,2276,Paloma,bnf_174
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,del,del,BnF_174_04,2277,Paloma,bnf_174
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,del pueblo,del pueblo,AGN_Indios_v009_exp003_fs4v-5_01,4639,Arturo,agn_indios
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,del pueblo,del pueblo,AGN_Indios_v009_exp003_fs4v-5_01,4691,Arturo,agn_indios
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,del pueblo,del pueblo,BnF_116_02,2788,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,españa,España,AGI_PATRONATO_181_R13_1,1264,Paloma,agi_patronato
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,españa,España,AGI_PATRONATO_181_R13_1,1265,Paloma,agi_patronato
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,españa,España,AGI_PATRONATO_181_R13_1,1266,Paloma,agi_patronato
GPT OSS 120B · 8 000 TPM,Cambios,Deleción,españa,España,AGN_Mercedes_v003_exp520,564,Alba,agn_mercedes
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mi,mi,BnF_030_22,2436,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mi,mi,BnF_030_22,2439,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mi,mi,BnF_030_22,2440,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mi,mi,BnF_032_39,1622,Paloma,bnf_032
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mi,mi,BnF_032_39,1624,Paloma,bnf_032
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mil quinientos sesenta,mil quinientos sesenta,BnF_113_43,2040,Paloma,bnf_113
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,mil quinientos sesenta,mil quinientos sesenta,BnF_243_16,1351,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,que,Que,AGN_AHHacienda_v268_exp046_03,4317,Arturo,agn_ahhacienda
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,que,que,BnF_394_07,1559,Rodrigo,bnf_394
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,seiscientos,seiscientos,BnF_075_035,5302,Arturo,bnf_075
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,seiscientos,seiscientos,BnF_117_13,2845,Paco,bnf_117
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,veintisiete,veintisiete,BnF_030_22,3106,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,veintisiete,veintisiete,utblac_wbs_1433_duplicated_1,1610,Rodrigo,utblac_wbs
Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,a,a,BnF_118_03,2086,Paloma,bnf_118
Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,a,a,UIA_Ms149_Exp2_51,6000,Arturo,uia_ms149
Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,de la,de la,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_05,795,Rodrigo,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,de la,de la,BnF_119-148_33,2207,Paloma,bnf_119-148
Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,de la,de la,BnF_119-148_33,2210,Paloma,bnf_119-148
Llama 3.3 70B · 12 000 TPM,Cambios,Inserción,de la,de la,BnF_266_07,2932,Paco,bnf_266
