model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_text,effective_error_category,effective_subrule,start,end,modernised_context,modernised_txt_path,pre_modernisation_txt_path,distinct_annotations,affected_documents,affected_archives,affected_reviewers,cross_context_prompt_candidate
Llama 3.3 70B · 12 000 TPM,BnF_266_07,bnf_266,Paco,2889,Señaló,señaló,Cambios,Deleción,1104,1110,"…uel Santo Cristo de aquella capilla tiene las potencias, el rótulo y los clavos de plata. [[Señaló]] con la mano el Santo Cristo, aparentemente oyeron ellos decir ""plata"" cuando dijeron ""¿dó…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_266_07/BnF_266_07_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp3_31,uia_ms149,Alba,1247,señaló,señaló,Cambios,Sustitución,23,29,"Para Jesús, el testigo [[señaló]] y deslindó a el señor licenciado don Balthasar de Tovar, oidor que fue de la Real Audienc…",intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_31_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/UIA_Ms149_Exp3_31/UIA_Ms149_Exp3_31_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BP_CM_R481_071_3,bp_cm,Javier,866,"Señor,","señor,",Cambios,Deleción,207,213,"…cuya vida es en mayor dignidad. México, y octubre 16 de 1662. Al Ilustrísimo y Reverendo [[Señor,]] de Vuestras Mercedes y Su veraz Siervo y más fiel capellán",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R481_071_3_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/BP_CM_R481_071_3/BP_CM_R481_071_3_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_06,bnf_118,Edna,574,señores se dijo,señores se dijo,Cambios,Deleción,1357,1372,"…Nueva España, estando en acuerdo, se leyó la petición de suso contenida, y por los dichos [[señores se dijo]] que se les prorrogaba la cancelería que les está puesta por otros veinte días más.",intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_118_06/BnF_118_06_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_06,bnf_118,Edna,574,señores se dijo,señores se dijo,Cambios,Sustitución,1357,1372,"…Nueva España, estando en acuerdo, se leyó la petición de suso contenida, y por los dichos [[señores se dijo]] que se les prorrogaba la cancelería que les está puesta por otros veinte días más.",intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_118_06/BnF_118_06_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_117_13,bnf_117,Paco,2849,"señores, vista","señores, vista",Puntuación,"Coma (,)",714,728,"…encia pública, presentó esta petición Agustín Pinto. En el dicho nombre, y por los dichos [[señores, vista]] , dijeron que le concedían veinte días más de término, y estando presente el dicho Agustín…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_117_13/BnF_117_13_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_244_05,bnf_244,Edna,697,Señorio,señorio,Acentuación,No sub-rule assigned,1456,1463,"…Zacatla, y en otro que se dice Tlacaxoloc que sobre ellos he traído pleito por ser de mi [[Señorio]] , que ya esta determinado ante los Señores de",intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_244_05/BnF_244_05_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_AHHacienda_v268_exp046_03,agn_ahhacienda,Arturo,4347,si conviniere de jurisdicción de todos los jueces,si conviniere de jurisdicción de todos los jueces,Filológicas - instrucciones,No modificar otros idiomas,612,661,"…sentencia pasada en cosa juzgada. Renuncio su propio fuero, domicilio y vecindad y la ley [[si conviniere de jurisdicción de todos los jueces]] . Las de más de su favor y la general del derecho y lo firmo testigos Juo Pérez de Arcivia…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v268_exp046_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_AHHacienda_v268_exp046_03/AGN_AHHacienda_v268_exp046_03_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4507,siendo,siendo,Cambios,Deleción,781,787,"…rincipales de la dicha villa de Coyuacán, y que respondiesen para la primera audiencia. Y [[siendo]] notificado por otra que por su parte fue presentada en la dicha nuestra audiencia, en res…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_Inquisicion_v1568A_exp152_fs115-116v_03,agn_inquisicion,Javier,930,sig,sig,Abreviaturas,Expansión completa,1041,1044,…estantes en esta dicha ciudad. Ba Enmdo E vaLa testdo un nonigo no vaLa de verdad hago mi [[sig]] . Escribo Pucó. Sin dro de. Certificamos y damos fe que Jhoan Pérez Rivera de ba firmado y…,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Inquisicion_v1568A_exp152_fs115-116v_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_Inquisicion_v1568A_exp152_fs115-116v_03/AGN_Inquisicion_v1568A_exp152_fs115-116v_03_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_CONTRATACION_1089_N8_151,agi_contratacion,Paco,2162,sigte,sigte,Abreviaturas,Expansión completa,726,731,…con 536 baras A cuatro reales la bara monta 72 U 900 Un fardo de paños No. 5. en q Va lo [[sigte]] Un paño de rio frio con treynta varas a cuarenta y un reales La vara montan 41 U 820 Un P…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/AGI_CONTRATACION_1089_N8_151/AGI_CONTRATACION_1089_N8_151_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp3_08,uia_ms149,Javier,1318,siguiente:,siguiente:,Puntuación,"Coma (,)",432,442,"…uente. Y para que uno se mantuviese en sus términos y linderos, proveyó el auto del tenor [[siguiente:]] En diecisiete de abril de mil quinientos cuarenta y un años, yo, el licenciado Alonso Mal…",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/UIA_Ms149_Exp3_08/UIA_Ms149_Exp3_08_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_CONTRATACION_1089_N8_151,agi_contratacion,Paco,2155,siguientes Un,siguientes un,Puntuación,Punto (.),602,615,…e otasgui Por que son suyas Y le pertenecen marcadas de la de fuera q Son Las mercaderias [[siguientes Un]] fardo de roan no. 6. con 536 baras A cuatro reales la bara monta 72 U 900 Un fardo de pañ…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/AGI_CONTRATACION_1089_N8_151/AGI_CONTRATACION_1089_N8_151_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_03,bnf_266,Rodrigo,1473,"sin cofre,","sin cofre,",Cambios,Sustitución,2483,2493,"…e nación francesa. Constaba la nave armada de 13 embarcaciones, seis navíos de alto bordo [[sin cofre,]] fragatas no pequeñas, una taratana, un barco de vela de gabia que venía por compañía. Era…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_266_03/BnF_266_03_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_03,bnf_266,Rodrigo,1473,"sin cofre,","sin cofre,",Cambios,Inserción,2483,2493,"…e nación francesa. Constaba la nave armada de 13 embarcaciones, seis navíos de alto bordo [[sin cofre,]] fragatas no pequeñas, una taratana, un barco de vela de gabia que venía por compañía. Era…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_266_03/BnF_266_03_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_Inquisicion_v1568A_exp152_fs115-116v_01,agn_inquisicion,Rodrigo,828,siriales,siriales,Cambios,Otros,1423,1431,"…los convalecientes que está fundada en el hospital de San Hipólito, llevando cruz alta y [[siriales]] a los lados, y detrás, un sacerdote.",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Inquisicion_v1568A_exp152_fs115-116v_01_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGN_Inquisicion_v1568A_exp152_fs115-116v_01/AGN_Inquisicion_v1568A_exp152_fs115-116v_01_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp3_31,uia_ms149,Alba,1249,sirvientes,sirvientes,Cambios,Sustitución,234,244,"…, que vino a poner en posesión a los dichos naturales sobre el litigio que tenían con los [[sirvientes]] a estas tierras y con el dicho don Juan de Aguirre. Y vio que el dicho señor oidor, en pr…",intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_31_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/UIA_Ms149_Exp3_31/UIA_Ms149_Exp3_31_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,UIA_Ms149_Exp3_31,uia_ms149,Alba,1251,situado,situado,Cambios,Sustitución,804,811,"…la dicha sienega de Mexicalsingo, llegó el dicho señor oidor hasta la Compuerta Vieja del [[situado]] Pueblo, que está señalado por lindero de esta división de las sienegas de Mexicalsingo y…",intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_31_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/UIA_Ms149_Exp3_31/UIA_Ms149_Exp3_31_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_075_003,bnf_075,Adriana,413,sobre el,sobre el,Cambios,Sustitución,1024,1032,"…r Corregidor, por Dios y por Santa María y por la señal de la cruz, que puse mano derecha [[sobre el]] cargo del cual prometí de usar bien y fiel y legalmente el dicho cargo de escrivano nombr…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_003_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_075_003/BnF_075_003_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BP_CM_R494_156_2,bp_cm,Javier,949,solo.,solo.,Cambios,Deleción,1542,1547,"…e Bonules, el arzobispo de Brinzes y su secretario y criados, y de ellos se salvó un paje [[solo.]] El capitán de infantería Don Martín Maldonado, el zil Real que la gobernaba, Don Juan de…",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R494_156_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/BP_CM_R494_156_2/BP_CM_R494_156_2_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_INDIFERENTE_1529_N36_07,agi_indiferente,Rodrigo,82,son,son,Cambios,Otros,637,640,"…catepec, san francisco atihuisca, san felipe, huaxtepec, santa maría asunción, yzcatepec. [[son]] pueblecitos todos estos que están por quebradas y montes sin policía y podrían congregars…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_1529_N36_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGI_INDIFERENTE_1529_N36_07/AGI_INDIFERENTE_1529_N36_07_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_06,bnf_118,Edna,559,sor,sor,Abreviaturas,No sub-rule assigned,633,636,"…y por verdad lo firmo de mi nombre, que hice en Tezcuco a tres de junio de 1571. Muy por [[sor]] . Los alcaldes y principales de esta ciudad de la parte de Santiago del Tlatelulco dicen q…",intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_118_06/BnF_118_06_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5634,sor.,sor.,Abreviaturas,Expansión completa,1229,1233,"…mi madre, la señora doña María, y mi hermano don Pedro Dionisio, que están en México. Mi [[sor.]] Ynin amatl quimotiliz y note cuiyotzin cihuapilli doña María yhua noqchtihua tzin don Ped…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,utblac_gg_mss_g62_duplicated_03,utblac_gg,Flor,5602,sospechas,sospechas,Cambios,Sustitución,537,546,"…on todas vecinas de la Veracruz. Con esta buena información que he hecho sobre hechizos y [[sospechas]] , en la cual dicen los tres últimos testigos algunas cosas, hizo denuncia de esto Hernán R…",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/utblac_gg_mss_g62_duplicated_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/utblac_gg_mss_g62_duplicated_03/utblac_gg_mss_g62_duplicated_03_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_05,bnf_118,Alba,1213,su,su,Cambios,Sustitución,1153,1155,"…s. Y tomad su carta de pago, la cual y este recibo traeréis a la caja de su majestad para [[su]] descargo. Fue en México a treinta de abril de mil seiscientos setenta y un años. Tetzcuco…",intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_118_05/BnF_118_05_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_07,bnf_266,Paco,2904,Subió,subió,Cambios,Deleción,1528,1533,"…rio a un clérigo, Sacramento, que le quitase al Santo Cristo aquellas potencias de plata. [[Subió]] el clérigo al altar (no sé su nombre, pero lo conozco de vista por señas que tiene nubes…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_266_07/BnF_266_07_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4543,sucedido,sucedido,Cambios,Deleción,1359,1367,"…redecesores y antepasados, que como de tal patrimonio suyo las habían poseído, y él había [[sucedido]] en ellas por legítima sucesión, y nunca habían sido de la dicha ciudad de Suchimilco, ni…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4542,sucesión,sucesión,Cambios,Deleción,1390,1398,"…como de tal patrimonio suyo las habían poseído, y él había sucedido en ellas por legítima [[sucesión]] , y nunca habían sido de la dicha ciudad de Suchimilco, ni mandado se las restituyeran por…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_INDIFERENTE_1529_N36_07,agi_indiferente,Rodrigo,67,suchitlán,suchitlán,Cambios,Otros,424,433,"…n marcos ayuquila, san miguel. y la cabecera de tlatlayan tiene por sujetos a san lucas y [[suchitlán]] , san mateo, francisco atiquixcan, san gaspar tletlepec, santa ana, tzicatacoya, san juo t…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_1529_N36_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGI_INDIFERENTE_1529_N36_07/AGI_INDIFERENTE_1529_N36_07_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4398,sujetos,sujetos,Cambios,Sustitución,292,299,"…as estancias, compelidos a los dichos principales y maceguales de ellas, a que les fuesen [[sujetos]] y tributarios como de antes lo solían ser, para todo lo cual pidió serle hecho cumplimien…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_Indios_v009_exp002_fs3v-4_01,agn_indios,Arturo,4599,"sujetos, de","sujetos, de",Puntuación,"Coma (,)",647,658,"…. 2. Nombramiento de juez gobernador. Don Diego Fernández, del pueblo de Tepozotlán y sus [[sujetos, de]] Córdoba. Por cuanto en don Miguel de los Ángeles he sido informado que el indio principal…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v009_exp002_fs3v-4_01_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_Indios_v009_exp002_fs3v-4_01/AGN_Indios_v009_exp002_fs3v-4_01_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_110_29,bnf_110,Paloma,1639,suplica,suplica,Abreviaturas,Expansión completa,240,247,"…s. Digo que en el turno probatorio, por ser breve, no he podido hacer mi prueba. A V. ala [[suplica]] me conceda diez días más de término y pido justa. Leonardo de Salazar. En México a quince…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_29_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_110_29/BnF_110_29_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_05,bnf_266,Adriana,746,suposiciÃ³n,suposiciã³n,Cambios,Sustitución,3000,3011,"…de la ciudad, al gobernador, a todos los prelados y hasta veinte hombres de los de mayor [[suposiciÃ³n]] y capÃ­tulo, que no quemarÃ­a la ciudad ni pasarÃ­a a cuchillo a todos los prisioneros, c…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_05,bnf_266,Adriana,746,suposiciÃ³n,suposiciã³n,Cambios,Otros,3000,3011,"…de la ciudad, al gobernador, a todos los prelados y hasta veinte hombres de los de mayor [[suposiciÃ³n]] y capÃ­tulo, que no quemarÃ­a la ciudad ni pasarÃ­a a cuchillo a todos los prisioneros, c…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BP_CM_R481_016,bp_cm,Arturo,5881,surtir,surtir,Cambios,Sustitución,133,139,…Majestad para Vuestra Excelencia que son con esta hemos recibido en la flota que acaba de [[surtir]] en este Puerto del cargo del general Don José Centeno y Ordóñez y nos manda por carta del…,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R481_016_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BP_CM_R481_016/BP_CM_R481_016_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGI_INDIFERENTE_1529_N8_06,agi_indiferente,Rodrigo,694,sus,sus,Cambios,Otros,1703,1706,"…media legua, poco más o menos. Y como era poca la tierra que sembraban, y no bastaba para [[sus]] tentales, su año se sustentan con agua miel que sacan de los magueyes, de que la tierra e…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_1529_N8_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGI_INDIFERENTE_1529_N8_06/AGI_INDIFERENTE_1529_N8_06_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_032_39,bnf_032,Paloma,1625,suscripción,suscripción,Cambios,Sustitución,990,1001,"…umbradas con esta en que va este mi signo a tal, en testimonio de verdad. Va todo en esta [[suscripción]] . Encima, Gómez Dávila, escribo de Su Majestad. Llebe de derecho de la saca de este proces…",intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_39_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_032_39/BnF_032_39_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_394_05,bnf_394,Flor,5509,suso dicho,suso dicho,Cambios,Inserción,14,24,después de lo [[suso dicho]] a veinte días del dicho mes y año susodicho ante el dicho alcalde mayor paresció el dicho…,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_394_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_394_05/BnF_394_05_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4563,susodicho,susodicho,Cambios,Deleción,446,455,"…cual pidió serle hecho cumplimiento de justicia con las costas, y juraron en forma que lo [[susodicho]] pedido y referido por ellos era cierto y verdadero, y no lo pedían de malicia. Y de la di…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5625,"tal, yo","tal, yo",Puntuación,"Coma (,)",639,646,"…ó y yo las heredé de mi abuelo Cihuayztitzin. Y la tierra es mía y de mi hacienda. Y como [[tal, yo]] lo hube y recibí el valor de ellas. Y si es verdad lo que pasa ante el señor doctor Ceino…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,1,1,1,1,False
Llama 3.3 70B · 12 000 TPM,BnF_266_05,bnf_266,Adriana,760,tambiÃ©n,tambiã©n,Cambios,Sustitución,3767,3775,"…re escondido entre nosotros o en nuestras casas, en los pocos o en los medanos, y amenaza [[tambiÃ©n]] con pena de la vida al que usurpare algo en este punto, para lo cual darÃ¡ tormento a los…",intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,1,1,1,1,False
