model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_form,effective_error_category,effective_subrule,modernised_start,modernised_end,modernised_context,approximate_source_start,approximate_source_end,approximate_source_context,document_alignment_ratio,context_status,modernised_txt_path,pre_modernisation_txt_path
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2129,y mocouh,y mocouh,Cambios,Deleción,1509,1517,"…s y mocouh totolli. III tos mo. Ce tomitica caxtilla Tlaxcalli yua meo. Cacauatl. Miércoles, ome tomines [[y mocouh]] totolli. II tos. Jueves, ome tomines y mocouh totolli. II tos. Viernes, ce tomin y mocouh totoltetl. II…",1203,1203,…cia Etca allde mayor ytech omonec Domingo yc VII mani henero De 1705 anos nahui tos yc mocouh totolli III [[]] I tos ce tomitica tlaxcalli I tos lunes chiquace tomines yc mocouh VI tos totollin yua ce tomintica tlaxc…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2130,y mocouh,y mocouh,Cambios,Deleción,1555,1563,"…xtilla Tlaxcalli yua meo. Cacauatl. Miércoles, ome tomines y mocouh totolli. II tos. Jueves, ome tomines [[y mocouh]] totolli. II tos. Viernes, ce tomin y mocouh totoltetl. II tos mo. Yua medio y mocouh mantequilla. Yua ce…",1252,1257,…mani henero De 1705 anos nahui tos yc mocouh totolli IIII tos ce tomitica tlaxcalli I tos lunes chiquace [[tomin]] es yc mocouh VI tos totollin yua ce tomintica tlaxcalli I tos ce tomintica cacauatl I tos yua[n] medio t…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2131,y mocouh,y mocouh,Cambios,Deleción,1599,1607,"…s, ome tomines y mocouh totolli. II tos. Jueves, ome tomines y mocouh totolli. II tos. Viernes, ce tomin [[y mocouh]] totoltetl. II tos mo. Yua medio y mocouh mantequilla. Yua ce tomitica zozoltin. Yua medio y mocouh yztat…",1271,1271,…anos nahui tos yc mocouh totolli IIII tos ce tomitica tlaxcalli I tos lunes chiquace tomines yc mocouh V [[]] I tos totollin yua ce tomintica tlaxcalli I tos ce tomintica cacauatl I tos yua[n] medio totoltetl mo.…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2132,y mocouh,y mocouh,Cambios,Deleción,1640,1648,"…Jueves, ome tomines y mocouh totolli. II tos. Viernes, ce tomin y mocouh totoltetl. II tos mo. Yua medio [[y mocouh]] mantequilla. Yua ce tomitica zozoltin. Yua medio y mocouh yztatl. Mo. III pos. Yua oncuahuacalli tlaolli…",1333,1341,…li I tos lunes chiquace tomines yc mocouh VI tos totollin yua ce tomintica tlaxcalli I tos ce tomintica c [[acauatl]] I tos yua[n] medio totoltetl mo. martes ome tomines yc mocouh totolli III tos mo. ce tomitica caxtilla…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2133,y mocouh,y mocouh,Cambios,Deleción,1698,1706,…tomin y mocouh totoltetl. II tos mo. Yua medio y mocouh mantequilla. Yua ce tomitica zozoltin. Yua medio [[y mocouh]] yztatl. Mo. III pos. Yua oncuahuacalli tlaolli yn oquiquaq Caballos. I tos. Tlacualli omochiuh macuilcua…,1392,1400,…ua ce tomintica tlaxcalli I tos ce tomintica cacauatl I tos yua[n] medio totoltetl mo. martes ome tomin [[es yc mo]] couh totolli III tos mo. ce tomitica caxtilla tlaxcalli yua meo. cacauatl miercoles / ome tomines yc moco…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2134,mantequilla,mantequilla,Cambios,Inserción,1649,1660,"…me tomines y mocouh totolli. II tos. Viernes, ce tomin y mocouh totoltetl. II tos mo. Yua medio y mocouh [[mantequilla]] . Yua ce tomitica zozoltin. Yua medio y mocouh yztatl. Mo. III pos. Yua oncuahuacalli tlaolli yn oquiquaq…",1342,1353,…lunes chiquace tomines yc mocouh VI tos totollin yua ce tomintica tlaxcalli I tos ce tomintica cacauatl [[I tos yua[n]] ] medio totoltetl mo. martes ome tomines yc mocouh totolli III tos mo. ce tomitica caxtilla tlaxcalli yu…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_118_03,bnf_118,Paloma,2135,zozoltin,zozoltin,Cambios,Sustitución,1678,1686,"…II tos. Viernes, ce tomin y mocouh totoltetl. II tos mo. Yua medio y mocouh mantequilla. Yua ce tomitica [[zozoltin]] . Yua medio y mocouh yztatl. Mo. III pos. Yua oncuahuacalli tlaolli yn oquiquaq Caballos. I tos. Tlacuall…",1372,1380,…uh VI tos totollin yua ce tomintica tlaxcalli I tos ce tomintica cacauatl I tos yua[n] medio totoltetl m [[o. mart]] es ome tomines yc mocouh totolli III tos mo. ce tomitica caxtilla tlaxcalli yua meo. cacauatl miercoles /…,0.04792676359719979,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_118_03/BnF_118_03_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2174,Presidente y oidores,presidente y oidores,Cambios,Sustitución,0,20,"[[Presidente y oidores]] de la nuestra Audiencia real que reside en la ciudad de México de la Nueva España, el licenciado Gerónim…",0,11,[[Presidente]] E oidores de la nra Audiençia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado ge…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2175,de que,de que,Cambios,Sustitución,207,213,"…, el licenciado Gerónimo de Ulloa, fiscal en el nuestro Consejo Real de las Indias, me ha hecho relación [[de que]] ha sido informado de que luego que el licenciado Valderrama del nuestro Consejo se vino de esa tierra a…",17,17,Presidente E oido [[]] res de la nra Audiençia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2176,de que,de que,Cambios,Sustitución,232,238,"…de Ulloa, fiscal en el nuestro Consejo Real de las Indias, me ha hecho relación de que ha sido informado [[de que]] luego que el licenciado Valderrama del nuestro Consejo se vino de esa tierra a estos reinos, muchos de l…",18,18,Presidente E oidor [[]] es de la nra Audiençia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2177,de que,de que,Cambios,Sustitución,1685,1691,"…, de manera que nadie se atreva a dar calor a semejantes fraudes y engaños, y os mandeis enviar relación [[de que]] tantos pueblos, de los que están en la dicha nuestra real corona, han pedido cuenta y en qué estaban con…",44,44,Presidente E oidores de la nra Audiençia rre [[]] al que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2178,de que,de que,Cambios,Sustitución,1838,1844,"…cha nuestra real corona, han pedido cuenta y en qué estaban contados, y en lo que se han contado después [[de que]] el dicho licenciado Valderrama se vino, y qué diligencia se hizo por nuestra parte, y así mismo, cuántos…",45,45,Presidente E oidores de la nra Audiençia rrea [[]] l que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro c…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2179,que el,que el,Cambios,Inserción,245,251,"…cal en el nuestro Consejo Real de las Indias, me ha hecho relación de que ha sido informado de que luego [[que el]] licenciado Valderrama del nuestro Consejo se vino de esa tierra a estos reinos, muchos de los pueblos qu…",18,19,Presidente E oidor [[e]] s de la nra Audiençia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo d…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2180,que el,que el,Cambios,Inserción,1841,1847,"…nuestra real corona, han pedido cuenta y en qué estaban contados, y en lo que se han contado después de [[que el]] dicho licenciado Valderrama se vino, y qué diligencia se hizo por nuestra parte, y así mismo, cuántos pu…",45,45,Presidente E oidores de la nra Audiençia rrea [[]] l que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro c…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2181,de esa,de esa,Cambios,Inserción,302,308,"…relación de que ha sido informado de que luego que el licenciado Valderrama del nuestro Consejo se vino [[de esa]] tierra a estos reinos, muchos de los pueblos que están en nuestra real corona pidieron de nuevo ser cont…",21,21,Presidente E oidores [[]] de la nra Audiençia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2182,de esa,de esa,Cambios,Inserción,2607,2613,"…orden que en ello se podrá tener, que más convenga al servicio de Dios, nuestro Señor, y nuestro, y bien [[de esa]] tierra, para que cesen las dichas cuentas que se piden tan de ordinario, con que los dichos indios se in…",49,49,Presidente E oidores de la nra Audiençia rreal qu [[]] e Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro conse…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2183,que están,que están,Cambios,Inserción,354,363,"…el licenciado Valderrama del nuestro Consejo se vino de esa tierra a estos reinos, muchos de los pueblos [[que están]] en nuestra real corona pidieron de nuevo ser contados, y aunque, a respeto de los pueblos de encomendero…",23,23,Presidente E oidores de [[]] la nra Audiençia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ul…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2184,que están,que están,Cambios,Inserción,678,687,"…hallado muchos tributarios menos, porque ha habido gran cuidado de ausentar a los indios de los pueblos [[que están]] en la dicha nuestra real corona durante el tiempo de la dicha cuenta, y así dizque pueblos de Atilaquist…",38,38,Presidente E oidores de la nra Audienç [[]] ia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en e…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2185,que están,que están,Cambios,Inserción,840,849,"…po de la dicha cuenta, y así dizque pueblos de Atilaquistula, Otumba, Hisquiail, Tiapia y de Guatlitlán, [[que están]] en nuestra real corona, sean bajados las rentas en gran cantidad, mediante el dicho fraude y engaño, y q…",39,39,Presidente E oidores de la nra Audiençi [[]] a rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2186,que están,que están,Cambios,Inserción,1715,1724,"…a a dar calor a semejantes fraudes y engaños, y os mandeis enviar relación de que tantos pueblos, de los [[que están]] en la dicha nuestra real corona, han pedido cuenta y en qué estaban contados, y en lo que se han contado…",44,44,Presidente E oidores de la nra Audiençia rre [[]] al que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2187,cuidado,cuidado,Cambios,Sustitución,630,637,"…contar, en la cual dicha cuenta dice que se han hallado muchos tributarios menos, porque ha habido gran [[cuidado]] de ausentar a los indios de los pueblos que están en la dicha nuestra real corona durante el tiempo de l…",38,38,Presidente E oidores de la nra Audienç [[]] ia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en e…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2188,a los,a los,Cambios,Inserción,650,655,"…dicha cuenta dice que se han hallado muchos tributarios menos, porque ha habido gran cuidado de ausentar [[a los]] indios de los pueblos que están en la dicha nuestra real corona durante el tiempo de la dicha cuenta, y…",38,38,Presidente E oidores de la nra Audienç [[]] ia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en e…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2189,a los,a los,Cambios,Inserción,2137,2142,"…ue estaban contados y se contaron después, y que, para evitar estos fraudes y es aislar de costa a nos y [[a los]] dichos indios, pidiendo la dicha nueva cuenta, mandeis que, hecha la dicha cuenta y tasación, intervenci…",46,46,Presidente E oidores de la nra Audiençia rreal [[]] que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro co…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2190,así,así,Cambios,Deleción,760,763,"…indios de los pueblos que están en la dicha nuestra real corona durante el tiempo de la dicha cuenta, y [[así]] dizque pueblos de Atilaquistula, Otumba, Hisquiail, Tiapia y de Guatlitlán, que están en nuestra real co…",38,38,Presidente E oidores de la nra Audienç [[]] ia rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en e…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2191,así,así,Cambios,Deleción,1931,1934,"…ado después de que el dicho licenciado Valderrama se vino, y qué diligencia se hizo por nuestra parte, y [[así]] mismo, cuántos pueblos de los encomenderos han pedido cuenta desde el dicho tiempo acá, y en lo que esta…",45,45,Presidente E oidores de la nra Audiençia rrea [[]] l que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro c…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2192,Otumba,otumba,Cambios,Sustitución,797,803,"…a dicha nuestra real corona durante el tiempo de la dicha cuenta, y así dizque pueblos de Atilaquistula, [[Otumba]] , Hisquiail, Tiapia y de Guatlitlán, que están en nuestra real corona, sean bajados las rentas en gran ca…",39,39,Presidente E oidores de la nra Audiençi [[]] a rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2193,sean,sean,Cambios,Inserción,874,878,"…e pueblos de Atilaquistula, Otumba, Hisquiail, Tiapia y de Guatlitlán, que están en nuestra real corona, [[sean]] bajados las rentas en gran cantidad, mediante el dicho fraude y engaño, y que, según se entiende por est…",39,39,Presidente E oidores de la nra Audiençi [[]] a rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2195,sean,sean,Cambios,Inserción,3117,3121,"…e en los pueblos de indios que estuvieren en nuestra real corona, no se haga tasa laguna hasta tanto que [[sean]]",2535,2996,…ra tener que mas conbenga al serviçio de dios nro señor y Nuestro y Bien desa tierra para que çesen las d [[has quentas que se piden tan de ordinario con que los dhos yndios se ynquietan tantos. / Vos Mando que con toda Brevedad enbieis ante nos al dho nro consejo rreal de las yndias rrelaçion parti cular de todo ello juntamente con vro parescer de lo que conberna probeerse çerca dello y en el entretanto q La mandamos beer y probeer lo que conbiene hareis que en los pueblos de yndios . questuvieren en nra rreal corona no se haga tassa laguna hasta tanto que sean]],0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2196,bajados,bajados,Cambios,Inserción,879,886,"…blos de Atilaquistula, Otumba, Hisquiail, Tiapia y de Guatlitlán, que están en nuestra real corona, sean [[bajados]] las rentas en gran cantidad, mediante el dicho fraude y engaño, y que, según se entiende por esta vía, s…",39,39,Presidente E oidores de la nra Audiençi [[]] a rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2198,las,las,Cambios,Inserción,887,890,"…Atilaquistula, Otumba, Hisquiail, Tiapia y de Guatlitlán, que están en nuestra real corona, sean bajados [[las]] rentas en gran cantidad, mediante el dicho fraude y engaño, y que, según se entiende por esta vía, serem…",39,39,Presidente E oidores de la nra Audiençi [[]] a rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2201,las,las,Cambios,Inserción,2819,2822,"…e inquietan tantos. Vos mando que, con toda brevedad, enviéis ante nos, al dicho nuestro Consejo Real de [[las]] Indias, relación particular de todo ello, juntamente con vuestro parecer de lo que conviene proveerse ce…",56,58,Presidente E oidores de la nra Audiençia rreal que Resid [[e]] En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el nro consejo rreal…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
Llama 3.3 70B · 12 000 TPM,BnF_119-148_33,bnf_119-148,Paloma,2202,defraudados,defraudados,Cambios,Inserción,1002,1013,"…en gran cantidad, mediante el dicho fraude y engaño, y que, según se entiende por esta vía, seremos más [[defraudados]] , porque las personas que en nuestro nombre van a la dicha cuenta no se buscan que sean inteligentes y de…",40,40,Presidente E oidores de la nra Audiençia [[]] rreal que Reside En la çiudad de mexico de la nueva españa el liçenciado geronimo de Ulloa fiscal en el…,0.008500899133562204,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_119-148_33/BnF_119-148_33_GT.txt
